timestamp,total_wallet,total_margin_balance,available_balance,total_unrealized,maint_buffer,margin_ratio_pct,positions_count,open_orders_count,realized_7d
2026-04-25 09:31:23.456208+09:00,166664.84111097,148536.74109272,143032.93847935,-18128.10001825,147875.05072818,0.4454725205846261,150,7,8.1268493
2026-04-25 09:32:07.019444+09:00,166638.19866649,148483.95541381,142977.24238422,-18154.24325268,147822.4051765,0.4455365129965223,150,7,8.1268493
2026-04-25 09:32:34.443860+09:00,166642.28424959,148484.53040819,142982.17266691,-18157.7538414,147823.04169992002,0.44549334967861,150,7,8.1268493
2026-04-25 09:33:08.183152+09:00,166645.71345675,148480.53867543,142972.83515853,-18165.17478132,147819.20415073,0.4454014853391929,150,7,8.1268493
2026-04-25 09:33:35.076075+09:00,166647.09411454,148486.09633198,142977.50463128,-18160.99778256,147824.65385767,0.4454575146424283,150,7,8.1268493
2026-04-25 09:34:04.842448+09:00,166658.2117503,148517.82123191,143014.13790512,-18140.39051839,147856.30118447,0.4454145919680837,150,7,8.1268493
2026-04-25 09:34:34.579625+09:00,166692.99671179,148577.40381083,143069.89600368,-18115.59290096,147915.55972101,0.4454540682799017,150,7,8.1268493
2026-04-25 09:35:05.653564+09:00,166686.51324149,148566.29575182,143061.24597108,-18120.21748967,147904.5293992,0.4454350492291203,150,7,8.1268493
2026-04-25 09:35:34.111415+09:00,166683.21917115,148560.53834069,143052.18403255,-18122.68083046,147898.89691461,0.4453682205719227,150,7,8.1268493
2026-04-25 09:36:05.139536+09:00,166678.92318608,148547.56568715,143044.47050389,-18131.35749893,147886.0455019,0.4453254970486698,150,7,8.1268493
2026-04-25 09:36:34.457123+09:00,166680.82734057,148554.51852182,143051.20468454,-18126.30881875,147892.92372258,0.445354881038387,150,7,8.1268493
2026-04-25 09:37:04.247821+09:00,166678.11975746,148547.11369619,143043.27387778,-18131.00606127,147885.54721934,0.4453580149682626,150,7,8.1268493
2026-04-25 09:37:35.302062+09:00,166691.8289821,148580.8890715,143077.28080812,-18110.9399106,147919.19967628,0.445339504531826,150,7,8.1268493
2026-04-25 09:38:04.538596+09:00,166691.77286799,148583.77839633,143079.0891902,-18107.99447166,147922.09121371,0.4453293554394789,150,7,8.1268493
2026-04-25 09:38:34.235125+09:00,166699.82514519,148592.73298245,143085.94267279,-18107.09216274,147931.03801725,0.4453077562535655,150,7,8.1268493
2026-04-25 09:39:04.726263+09:00,166693.72241688,148581.38506404,143075.36673541,-18112.33735284,147919.72467198,0.4453184978554468,150,7,8.1268493
2026-04-25 09:39:34.671772+09:00,166687.49404821,148569.73362068,143064.99441822,-18117.76042753,147908.26032619,0.4452274890515971,150,7,8.1268493
2026-04-25 09:40:04.544713+09:00,166749.85085762,148672.85497165,143164.98714349,-18076.99588597,148011.02768557,0.4451567747227306,150,7,8.1268493
2026-04-25 09:40:35.390262+09:00,166758.46542417,148678.97986256,143170.49409822,-18079.48556161,148017.17790319,0.44512140181603,150,7,8.1268493
2026-04-25 09:41:23.843359+09:00,166774.4247979,148714.24685638,143207.68928706,-18060.17794152,148052.36133689998,0.4450720314101529,150,7,8.1268493
2026-04-25 09:41:53.279744+09:00,166800.79881035,148768.57029652,143257.33620185,-18032.22851383,148106.59437958,0.4449702753885274,150,7,8.1268493
2026-04-25 09:42:23.423041+09:00,166813.1299037,148789.00487153,143280.59232124,-18024.12503217,148126.87662688998,0.4450115418217269,150,7,8.1268493
2026-04-25 09:42:53.232981+09:00,166816.00038373,148795.03121386,143283.55909632,-18020.96916987,148132.90706802,0.4449907637630337,150,7,8.1268493
2026-04-25 09:43:23.970918+09:00,166819.82171696,148809.71308407,143298.50911532,-18010.10863289,148147.45870988,0.4450343734053567,150,7,8.1268493
2026-04-25 09:43:54.153449+09:00,166824.44202893,148818.43771957,143307.26617805,-18006.00430936,148156.07096014,0.4450838011605447,150,7,8.1268493
2026-04-25 09:44:23.470140+09:00,166819.6790749,148814.61154645,143302.52333773,-18005.06752845,148152.23882326,0.4450992522217828,150,7,8.1268493
2026-04-25 09:44:54.533647+09:00,166812.0440998,148802.55431135,143292.41700972,-18009.48978845,148140.29615096998,0.4450583280944969,150,7,8.1268493
2026-04-25 09:45:23.974945+09:00,166755.10517561,148697.77139494,143183.04807295,-18057.33378067,148035.54929712,0.4453476952664905,150,7,8.1268493
2026-04-25 09:45:53.357414+09:00,166755.50305467,148703.31699762,143194.42335836,-18052.18605705,148041.0010275,0.4453942141254323,150,7,8.1268493
2026-04-25 09:46:23.573035+09:00,166757.06320553,148709.79026409,143201.95174134,-18047.27294144,148047.430637,0.4454041834863274,150,7,8.1268493
2026-04-25 09:46:54.414846+09:00,166760.7533131,148727.70477731,143219.54739991,-18033.04853579,148065.29076176998,0.4453871029152454,150,7,8.1268493
2026-04-25 09:47:23.961597+09:00,166785.60189718,148768.11656701,143259.65383922,-18017.48533017,148105.68423865,0.4452784263499222,150,7,8.1268493
2026-04-25 09:47:53.324334+09:00,166808.89649496,148807.26735171,143296.68204647,-18001.62914325,148144.64977017,0.4452857668395223,150,7,8.1268493
2026-04-25 09:48:24.165560+09:00,166823.64527733,148827.8003438,143316.46350694,-17995.84493353,148165.1622466,0.4452381179250593,150,7,8.1268493
